,gx1,gx2
816,2658.857730734114,2733.0333930048405
817,0.0,2539.490369464399
818,2979.054004702095,2780.1332256185988
819,2968.7994907031202,2890.92182233498
820,0.0,2885.3824251602587
821,0.0,2713.967730283402
822,0.0,2460.3032302346714
823,0.0,2591.1479604539904
824,0.0,2596.6873576287103
825,0.0,2584.113470845585
826,2947.5287497052473,2954.6105864376054
827,0.0,2707.475954345091
828,0.0,2935.5449237161674
829,0.0,2774.593828443877
830,0.0,2916.479260994728
831,2774.3105557225686,2572.082297732553
832,0.0,2831.7908166081893
833,0.0,2577.621694907274
834,0.0,2917.9743534284116
835,0.0,2805.6906642783497
836,3028.350740697165,2788.1200939905957
837,2672.378193732762,2682.870894448934
838,0.0,2595.1922651950276
839,2982.2507177017746,2786.6250015569112
840,3031.193055696881,2793.6594911653156
841,0.0,2588.1577755866247
842,0.0,2551.5215425774322
843,2713.667082728633,2589.6528680203096
844,2935.570647706443,2922.0186581694506
845,2945.110115705489,2824.7563269997854
846,2717.486457728251,2662.3101392938133
847,0.0,2812.7251538867527
848,0.0,2799.198888340036
849,0.0,2675.836404840528
